National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Hungary	100-Holding Account	MVM Észak-Budai Kogenerációs Futoeromu Kft. 	254	01-09-866997	open	Account holder	MVM Észak-Budai Kogenerációs Futoeromu Kft.	Kunigunda utca	49	1037	Budapest	Hungary	254	MVM Észak-Buda Gázturbinás Kogenerációs Futoeromu	HU-UHG1283-1-08	2008-03-28			Magyar Villamos Muvek Zrt.		Kunigunda utca	49	1037	Budapest	HU	47.56381935	19.03777212	20-Combustion of fuels	János Nagy	Kunigunda utca	49	1037	Budapest	HU							157951	160345	0	157445	314254	172279	126613	129792	144107	142916	7049034489****	133278	63081	126637	55883	142433	48913		42162		35630		29309		23214		
Hungary	100-Holding Account	Bakonyi Kombiciklus Erõmûépítõ és Fejlesztõ Kft. 	256	19-09-504669	closed	Account holder	Bakonyi Kombiciklus Erõmûépítõ és Fejlesztõ Kft.	Gyártelep Hrsz	1961/1	8400	Ajka	Hungary	256	Bakonyi Kombiciklus Eromuépíto és Fejleszto Kft.	HU-UHG2748-1-05	2005-01-01	2010-07-20			1.(c)	Gyártelep	-	8401	Ajka	HU	47.095622139	17.558438904	1-Combustion installations with a rated thermal input exceeding 20 MW	Béla Szellem	Gyártelep	-	8401	Ajka	HU							0	0	0	0	0		0		0																		
Hungary	100-Holding Account	HAMBURGER Hungária Kft. 	257	07-09-017523	open	Account holder	HAMBURGER Hungária Kft.	Papírgyári út	42-46	2400	Dunaújváros	Hungary	257	Csomagolópgyár Dújvi th v. tü. eromu	HU-UHG3564-1-07	2007-07-13				1.(c)	Papírgyári út	42-46	2400	Dunaújváros	HU	46.926871572	18.937590244	36-Production of paper or cardboard	László Bodnár	Papírgyári út	42-46	2400	Dunaújváros	HU							0	0	0	41030	131683	96199	96107	95293	101864	101864	121136	103028	119032	82644	116903	0	114752		112578		110382		108160		105930		
Hungary	100-Holding Account	STRABAG Általános Éptő Kft. 	258	01-09-930940	closed	Account holder	STRABAG Általános Éptő Kft.	Gábor Dénes utca	2.	1117	Budapest	Hungary	258	Magyar Aszfalt Kft. HI Direkció Szajki Aszfaltkev.	HU-UHG4106-1-08	2008-09-01	2012-05-10				Hrsz	051/4	7753	Szajk	HU	45.987517199	18.55114636	1-Combustion installations with a rated thermal input exceeding 20 MW	Lászlóné Nagy	Hrsz	051/4	7753	Szajk	HU							0	1209	0	6303	6303	0	0	Not Reported	0																		
Hungary	100-Holding Account	Perkons Tarján Energiaszolgáltató Kft 	259	07-09-024290	open	Account holder	Perkons Tarján Energiaszolgáltató Kft	Építők útja 7.	17	2400	Dunaújváros	Hungary	259	Salgótarján, Salgó út 31. Gázmotoros kiseromu	HU-UHG4436-1-08	2008-09-23					Salgó út	31	3100	Salgótarján	HU	48.118081935	19.832762243	20-Combustion of fuels	Zoltán Dunavölgyi	Salgó út	31	3100	Salgótarján	HU							1920	3243	0	30565	52413	26777	17717	19560	6710	6922	0	9145	0	6766	0	13029	0		0		0		0		0		
Hungary	100-Holding Account	BC-Therm Kft. 	260	01-09-887812	open	Account holder	BC-Therm Kft.	Váci út	76	1138	Budapest	Hungary	260	BC kazántelep	HU-UHG4885-1-08	2008-09-12					Bolyai tér	1	3700	Kazincbarcika	HU	48.243051558	20.6642415	20-Combustion of fuels	Attila Kiss	Bolyai tér	1	3700	Kazincbarcika	HU							0	0	0	39032	77036	33773	61052	56409	95952	89953	0	98288	0	78165	0	92055	0		0		0		0		0		
Hungary	100-Holding Account	Rockwool Hungary Szigetelõanyag Gyártó és Kereskedelmi Kft. 	261	19-09-060041	open	Account holder	Rockwool Hungary Szigetelõanyag Gyártó és Kereskedelmi Kft.	Keszthelyi út	53	8300	Tapolca	Hungary	261	Rockwool Hungary Kft. Tapolcai gyar	HU-UHG6120-1-08	2008-04-25				3.(f)	Keszthelyi út	53	8300	Tapolca	HU	46.885375474	17.409938469	33-Manufacture of mineral wool	Nándorné Kiss	Keszthelyi út	53	8300	Tapolca	HU							20724	19267	20724	19596	20724	21665	20724	27453	20724	24919	21968	26279	21587	25794	21201	28771	20811		20416		20018		19615		19211		
Hungary	100-Holding Account	Kunsági Téglaipari Kft. 	264	16-09-002664	open	Account holder	Kunsági Téglaipari Kft.	Külterület Hrsz	0297	5310	Kisújszállás	Hungary	264	Kisújszállási Téglagyár	HU-UHG0917-8A-09	2009-04-15				3.(g)	Hrsz	297	5310	Kisújszállás	HU	47.221443163	20.7931272	32-Manufacture of ceramics	András Balogh	Hrsz	297	5310	Kisújszállás	HU							0		0	3180	7208	3964	3711	4126	2684	3426	3010	4020	2958	4380	2905	5716	2852		2797		2743		2687		2633		
Hungary	100-Holding Account	MVM GTER Zrt. 	268	13-10-041190	open	Account holder	MVM GTER Zrt.	Kinizsi utca	26	2040	Budaörs	Hungary	268	BVMT Nyílt Ciklusú Gázturbinás Erõmû	HU-UHG4194-1-10	2010-09-14		-	-	1.(c)	Gyártelep hrsz	1961/1	8400	Ajka	HU	47.094819759	17.556248004	20-Combustion of fuels	Katalin Greff	Kinizsi u. 26.		2040	Budaörs	HU							0		0		0	Not Reported	3218	3013	6916	7220	0	4348	0	5023	0	6742	0		0		0		0		0		
Hungary	100-Holding Account	Uniper Hungary Kft. 	269	01-09-868587	open	Account holder	Uniper Hungary Kft.	Széchenyi István tér	7-8.	1051	Budapest	Hungary	269	Gönyûi Kombinált Ciklusú Erõmû	HU-UHG3636-1-10	2010-07-22		-	-	1.(c)	Kossuth Lajos utca	2/a	9071	Gönyû	HU	47.738243161	17.802557374	20-Combustion of fuels	Gábor Frankó	Kossuth Lajos utca	2/a	9071	Gönyû	HU							0		0		0	Not Reported	348364	362623	445686	465355	0	104228	0	257734	0	353488	0		0		0		0		0		
Hungary	100-Holding Account	Mercedes-Benz Manufacturing Hungary Kft. 	270	03-09-119767	open	Account holder	Mercedes-Benz Manufacturing Hungary Kft.	Mercedes út	1	6000	Kecskemét	Hungary	270	Mercedes-Benz Energiaközpont	HU-UHG5274-1-10	2010-10-06				2.(f)	Daimler út	1	6000	Kecskemét	HU	46.863861553	19.720456376	1-Combustion installations with a rated thermal input exceeding 20 MW	Domonkos Tar	Daimler út	1	6000	Kecskemét	HU							0		0		1180	1179	8772	8772	14712	14712	16119	17286	14425	15271	19444	15064	19086		18724		18359		17990		17619		
Hungary	100-Holding Account	Wienerberger Téglaipari  ZRt. 	271	01-10-041706	open	Account holder	Wienerberger Téglaipari  ZRt.	Bártfai utca	34	1119	Budapest	Hungary	271	Wienerberger Zrt. Balatonszentgyörgyi téglagyára	HU-UHG7099-8A-09	2010-01-05				3.(g)	Hrsz	047	8710	Balatonszentgyörgy	HU	46.67610777	17.303467261	32-Manufacture of ceramics	László Serfõzõ	Hrsz	047	8710	Balatonszentgyörgy	HU							0		0		19072	19056	20772	20774	14629	15914	26515	16460	26055	8993	15854	16137	25118		24642		24161		23675		23187		
Hungary	100-Holding Account	LAFARGE Cement Magyarország Kft. 	941	02-09-077877	open	Account holder	LAFARGE Cement Magyarország Kft.	Hrsz	041/29	7953	Királyegyháza	Hungary	941	Királyegyházi Cementgyár	HU-UHG5109-6A-09	2009-10-12		-	Lafarge	3.(c).I	Hrsz	041/29	7953	Királyegyháza	HU	46.016035269	17.984184925	29-Production of cement clinker	István Mikita	Hrsz	041/29	7953	Királyegyháza	HU							0		0	0	0	0	78096	78087	327249	327096	544653	163854	267597	209538	262811	303575	515950		506175		496304		486311		476283		
Hungary	100-Holding Account	MMBF Zrt. 	963	01-10-045494	open	Account holder	MMBF Zrt.	Montevideo utca	16/B	1037	Budapest	Hungary	963	MMBF Zrt. SzBT-1 Kompresszor és gázelõkészítõ üzem	HU-UHG4231-1-09	2009-07-17			MMBF Zrt.	3.(a)	Külterület Hrsz	01884/18	6750	Algyõ	HU	46.302139476	20.187951061	20-Combustion of fuels	Olvér Dutkay	Külterület Hrsz	01884/18	6750	Algyõ	HU							0		0	8639	19190	10428	12631	12631	10772	10772	14238	10554	12742	13716	11286	10418	9875		8507		7183		5902		4669		
Hungary	100-Holding Account	BE Optimum Kft. 	1000	01-09-916341	open	Account holder	BE Optimum Kft.	Budafoki út	52	1117	Budapest	Hungary	1000	BE Optimum Kft. Kelenföld	HU-UHG1948-1-10	2010-04-28		-	-		Budafoki út	52	1117	Budapest	HU	47.464076872	19.055950475	20-Combustion of fuels	Balázs Major	Budafoki út	52	1117	Budapest	HU							0		0		15673	16144	25757	26670	6246	6425	12477	23314	11165	26467	9891	0	8658		7463		6306		5187		4109		
Hungary	100-Holding Account	HIGI PAPAÍRSOFT Zrt.' fa' 	1004	01-10-045528	open	Account holder	HIGI PAPAÍRSOFT Zrt.' fa'	Lajos utca	93-99 C/8/6	1036	Budapest	Hungary	1004	Higi Papír	HU-UHG2676-10-10	2010-05-17		-	-	6.(b)	Piroskai utca	16	5000	Szolnok	HU	47.140828431	20.144008104	36-Production of paper or cardboard	József Török	Piroskai utca	16	5000	Szolnok	HU							0		0		0	4083	5300	5299	0	2860	1968	7987	7735	8444	7597	Not Reported	7457		7316		7173		7029		6884		
Hungary	100-Holding Account	FGSZ Földgázszállító ZRt. 	1005	14-10-300230	open	Account holder	FGSZ Földgázszállító ZRt.	Tanácsház út	5	8600	Siófok	Hungary	1005	FGSZ Báta kompresszorállomás	HU-UHG3738-1-11	2011-09-26					Hrsz	020/7, 020/8, 020/9, 020/10	7149	Báta	HU	46.111807866	18.74739908	20-Combustion of fuels	Antal Spanics	Tanácsház út 5.		8600	Siófok	HU														52	120	120		29		21		72											
Hungary	100-Holding Account	PIONEER HI-BRED 	1006	13-10-040666	open	Account holder	PIONEER HI-BRED	Neumann János utca	1	2040	Budaörs	Hungary	1006	Szarvasi Vetõmagüzem	HU-UHG5771-1-11	2011-12-08					Ipartelep Hrsz	0718/18	5540	Szarvas	HU	46.84954098	20.58517855	20-Combustion of fuels	Ferenc Tóth	Ipartelep Hrsz	0718/18	5540	Szarvas	HU							0		0		0		16	16	3051	3053	03231*****	7048	02892*****	5025	02562*****	2381	02242*****		01933*****		01633*****		01343*****		01064*****		
Hungary	100-Holding Account	Audi Hungaria Motor Kft 	201649	08-09-003188	open	Account holder	Audi Hungaria Motor Kft	Kardán u.	1	9027	Győr	Hungary	201649	Audi Hungaria Motor Kft. Járműgyár	UHG5152-1-12	2012-10-26					Kardán u.	1	9027	Győr	HU			20-Combustion of fuels	Stern																				3992	3922	08123*****	15759	07269*****	16402	09801*****	24333	09624*****		09447*****		09271*****		09094*****		08917*****		
Hungary	100-Holding Account	Pannonia Ethanol Zrt. 	201935	01-10-046437	open	Account holder	Pannonia Ethanol Zrt.	Sas utca 7.		7020	Dunaföldvár	Hungary	201935	Pannonia Ethanol Zrt.	UHG4617-1-11	2012-02-14					Sas utca 7.		7020	Dunaföldvár	HU			20-Combustion of fuels	Jehoda																				58200	58282	075151*****	85243	071722*****	92057	068366*****	103226	065087*****		061883*****		058754*****		055699*****		052721*****		
Hungary	100-Holding Account	Sapa Profiles Termelõ és Kereskedelmi Kft. 	262	07-09-012901	open	Account holder	Sapa Profiles Termelõ és Kereskedelmi Kft.	Verseci út	1-15	8000	Székesfehérvár	Hungary	262	Sapa Profiles Termelo és Kereskedelmi Kft.	HU-UHG4776-1-08	2008-12-22				2.(f)	Verseci út	1-15	8000	Székesfehérvár	HU	47.192061292	18.469985363	20-Combustion of fuels	László Vargyay	Verseci út	1-15	8000	Székesfehérvár	HU								Not Reported		9622		12377		13012		11707	11175	11881	10981	9068	7086	7780	6200		5342		4510		3706		2932		
Hungary	100-Holding Account	DBM Dél-nyírségi Bioenergia Mûvek Energiatermelõ Zrt. 	266	15-10-040341	closed	Account holder	DBM Dél-nyírségi Bioenergia Mûvek Energiatermelõ Zrt.	Hrsz	0296/2	4234	Szakoly	Hungary	266	DBM Dél-nyírségi Bioeromu	HU-UHG4587-01-09	2009-03-05	2013-07-27			1.(c)	Hrsz	0296/2	4234	Szakoly	HU	47.737190757	21.905994562	20-Combustion of fuels	Erika Oroszné Kapási	Hrsz	0296/2	4234	Szakoly	HU										338		396		178		76	0	0	0		0		0		0		0		0		0		
Hungary	100-Holding Account	Linde Gáz Magyarország Zrt. 	205815	1810100518	open	Account holder	Linde Gáz Magyarország Zrt.	Carl von Linde u. 1.		9653	Répcelak	Hungary	205815	LINDE GÁZ Magyarország Zrt. Kazincbarcikai HYCO 1-	UHG7818-17-13	2013-12-09					Bólyai tér 1.		3702	Kazincbarcika	HU			43-Production of hydrogen and synthesis gas																							9239659616*****	107590	9079258579*****	108247	8916757542*****	116201	8752756504*****		8586955467*****		8419454429*****		8249953392*****		8079852355*****		
Hungary	100-Holding Account	TEVA Gyógyszergyár ZRt. 	206134	09-10-000016	open	Account holder	TEVA Gyógyszergyár ZRt.	Pallagi út	13	4042	Debrecen	Hungary	206134	Teva Gyógyszergyár Zrt. Gödöllői Kazánháza	UHG9126-1-14	2014-01-09					Táncsics Mihály út 82		2100	Gödöllő	HU			20-Combustion of fuels	Nagy																								013162*****	11720	012929*****	10121	012696*****		012463*****		012230*****		011997*****		011763*****		
